"raw_character_text","spoken_words" 
"Joey:"," You know those posters for the city free clinic?
"
"Monica:"," Oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys""?
"
"Phoebe:"," You know, the asthma guy was really cute.
"
"Chandler:"," Do you know which one you're gonna be?
"
"Joey:"," No, but I hear lyme disease is open, so... (crosses fingers)
"
"Chandler:"," Good luck, man. I hope you get it.
"
"Joey:"," Thanks.
"
"Ross:"," (to Monica) Well, you were right. How can they do this to us, huh? It's Thanksgiving.
"
"Monica:"," Ok, I'll tell you what. How about I cook dinner at my place? I'll make it just like Mom's.
"
"Ross:"," Will you make the mashed potatoes with the lumps?
"
"Monica:"," You know, they're not actually supposed to have... (Ross looks at her sheepishly) I'll work on the lumps. Joey, you're going home, right?
"
"Joey:"," Yeah.
"
"Monica:"," And I assume, Chandler, you are still boycotting all the pilgrim holidays.
"
"Chandler:"," Yes, every single one of them.
"
"Monica:"," Phoebe, you're gonna be with your grandma?
"
"Phoebe:"," Yes, and her boyfriend. But we're celebrating Thanksgiving in December 'cause he is lunar.
"
"Monica:"," So you're free Thursday, then.
"
"Phoebe:"," Yeah. Oh, can I come?
"
"Monica:"," Yeah. Rach, are you thinking you're gonna make it to Vail?
"
"Rachel:"," Absolutely. Shoop, shoop, shoop. Only a hundred and two dollars to go.
"
"Chandler:"," I thought it was $98.50.
"
"Rachel:"," Yeah, well it was. I, I broke a cup.
"
"Ross:"," Well, I'm off to Carol's.
"
"Phoebe:"," Ooh, ooh! Why don't we invite her?
"
"Ross:"," (mimicking) Ooh, ooh. Because she's my ex-wife, and will probably want to bring her, ooh, ooh, lesbian life partner.
"
"Ross:"," Hi, is uh, is Carol here?
"
"Ross:"," Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in.
"
"Ross:"," Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.
"
"Ross:"," Kinda like a big face without skin.
"
"Ross:"," Ok. (browsing the apartment) Wow, you guys sure have a lot of books about bein' a lesbian.
"
"Ross:"," (picking up a book) Hey, hey, Yertle the Turtle. A classic.
"
"Ross:"," The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?
"
"Ross:"," You're not serious, I mean, you really... you really talk to it?
"
"Ross:"," Do you uh, do you talk about me?
"
"Ross:"," Really?
"
"Ross:"," Look, if she's talking to it, I just think that I should get some belly time too. Not that I believe any of this.
"
"Phoebe:"," Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say.
"
"Chandler:"," I'd just like to say that I'm totally behind this experiment. In fact, I'd very much like to butter your head.
"
"Monica:"," Hey, Rach, did you make your money?
"
"Rachel:"," No, not even close. Forget Vail, forget seeing my family, forget shoop, shoop, shoop.
"
"Monica:"," Rach, here's your mail.
"
"Rachel:"," Thanks, you can just put it on the table.
"
"Monica:"," (insistently) No, here's your mail.
"
"Rachel:"," Thanks, you can just put it on the table.
"
"Monica:"," (gives her an envelope) Would you just open it?
"
"Rachel:"," Oh my god, oh, you guys are great.
"
"Monica:"," We all chipped in.
"
"Joey:"," (to Monica) We did?
"
"Monica:"," (to Joey) You owe me 20 bucks.
"
"Rachel:"," Thank you. Thank you so much!
"
"Monica:"," (hands Chandler a bag) Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.
"
"Rachel:"," Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner? What, what, what is it with you and this holiday?
"
"Chandler:"," All right, I'm nine years old.
"
"Ross:"," Oh, I hate this story.
"
"Chandler:"," We just finished this magnificent Thanksgiving dinner. I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.
"
"Rachel:"," Oh my god.
"
"Chandler:"," Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.
"
"Joey:"," Uh, hi. We uh, we used to work together.
"
"Joey:"," Yeah, at Macy's. You were the Obsession girl, right? I was the Aramis guy. (pretends to spray cologne) Aramis? Aramis?
"
"Joey:"," I gotta tell you. You're the best in the business.
"
"Joey:"," I'm serious. You're amazing. You know when to spritz, when to lay back.
"
"Joey:"," Ooh, you smell great tonight. What're you wearing?
"
"Joey:"," Listen, uh, you wanna go get a drink or something?
"
"Joey:"," What's wrong?
"
"Joey:"," Oh. What?
"
"Joey:"," Wait, wait, wait!
"
"Joey:"," So I guess you all saw it.
"
"Rachel:"," Saw what?
"
"Phoebe:"," No, we were just laughing. You know, how laughter can be infectious.
"
"Joey:"," Set another place for Thanksgiving. My entire family thinks I have VD.
"
"Chandler:"," Tonight, on a very special Blossom.
"
"Monica:"," Mmm, looking good. Ok, cider's mulling, turkey's turking, yams are yamming. (notices Ross is depressed) What?
"
"Ross:"," I don't know. It's just not the same without Mom in the kitchen.
"
"Monica:"," All right, that's it. You know what? Just get out of my way and stop moping.
"
"Ross:"," That's closer.
"
"Rachel:"," I got the tickets! I got the tickets! Five hours from now, shoop, shoop, shoop.
"
"Chandler:"," Oh, you must stop shooping.
"
"Rachel:"," Ok, I'm gonna get my stuff.
"
"Joey:"," Chandler, will you just come in already?
"
"Chandler:"," No, I prefer to keep a safe distance from all this merriment.
"
"Phoebe:"," Look out, incoming pumpkin pie!
"
"Chandler:"," Ok, we all laughed when you did it with the stuffing, but that's not funny anymore.
"
"Joey:"," Hey, Monica, I got a question. I don't see any tater tots.
"
"Monica:"," That's not a question.
"
"Joey:"," But my mom always makes them. It's like a tradition. You get a little piece of turkey on your fork, a little cranberry sauce, and a tot! It's bad enough I can't be with my family because of my disease.
"
"Monica:"," All right, fine. Tonight's potatoes will be both mashed with lumps, and in the form of tots.
"
"Ross:"," Ok, I'm off to talk to my unborn child.
"
"Monica:"," Ah!
"
"Ross:"," Ok, Mom never hit.
"
"Phoebe:"," (stirring pot) Ok, all done.
"
"Monica:"," What, Phoebe, did you whip the potatoes? Ross needs lumps!
"
"Phoebe:"," Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.
"
"Monica:"," Why would we do that?
"
"Phoebe:"," Well, 'cause then they'd be like my mom used to make them, you know, before she died.
"
"Monica:"," Ok, three kinds of potatoes coming up.
"
"Rachel:"," Ok, good-bye you guys. Thanks for everything. (she starts to leave, and hits everyone with her skis) Oh, sorry! Oh, sorry!
"
"Chandler:"," The most unbelievable thing has happened. Underdog has just gotten away.
"
"Joey:"," The balloon?
"
"Chandler:"," No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached Macy's, he broke free and was spotted flying over Washington Square Park. I'm goin' to the roof, who's with me?
"
"Rachel:"," I can't, I gotta go.
"
"Chandler:"," Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?
"
"Phoebe:"," Almost never.
"
"Monica:"," Got the keys? or Got the keys!
"
"Rachel:"," Ok.
"
"Ross:"," Ok, ok, here we go. (he crouches down near her stomach) Ok, where am I talking to, here? I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but...
"
"Ross:"," Ok, ok, ok, ok, here goes. You know, I, you know, can't do this. Uh, this is too weird. I feel stupid.
"
"Ross:"," (quickly talking) Hello, baby. Hello, hello.
"
"Rachel:"," I loved the moment when you first saw the giant dog shadow all over the park.
"
"Phoebe:"," Yeah, but did they have to shoot him down? I mean, that was just mean.
"
"Monica:"," Ok, right about now the turkey should be crispy on the outside, juicy on the inside. Why are we standing here?
"
"Rachel:"," We're waiting for you to open the door. You got the keys.
"
"Monica:"," No I don't.
"
"Rachel:"," Yes, you do. When we left, you said, ""got the keys.""
"
"Monica:"," No I didn't. I asked, ""got the ke-eys?""
"
"Rachel:"," No, no, no, you said, ""got the keys"".
"
"Chandler:"," Do either of you have the keys?
"
"Monica:"," (panicked) The oven is on.
"
"Rachel:"," Oh, I gotta get my ticket!
"
"Joey:"," Wait, wait, we have a copy of your key.
"
"Monica:"," Well then get it, get it!
"
"Joey:"," That tone will not make me go any faster.
"
"Monica:"," (angry) Joey!
"
"Joey:"," That one will.
"
"Ross:"," And everyone's telling me, you gotta pick a major, you gotta pick a major. So, on a dare, I picked paleontology. And you have no idea what I'm saying, because, let's face it, you're a fetus. You're just happy you don't have gills anymore.
"
"Ross:"," Oh, please. I am not singing to your stomach, ok?
"
"Ross:"," Shh! (singing) Here we come, walkin' down the street, get the funniest looks from, everyone we meet. Hey, hey! (to Carol) Hey, uh, did you just feel that?
"
"Ross:"," Does it always, uh--?
"
"Ross:"," (singing) Hey, hey, you're my baby, and I can't wait to meet you. When you come out I'll buy you a bagel, and then we'll go to the zoo.
"
"Ross:"," (singin) Hey, hey, I'm your daddy. I'm the one without any breasts.
"
"Joey:"," Nope, not that one.
"
"Monica:"," Can you go any faster with that?
"
"Joey:"," Hey, I got one keyhole and about a zillion keys. You do the math.
"
"Monica:"," Why do you guys have so many keys in there anyway?
"
"Chandler:"," (sarcastic) For an emergency just like this.
"
"Rachel:"," (grabs Chandler by the shirt) All right, listen, smirky. If it wasn't for you and your stupid balloon, I would be on a plane watching a woman do this (makes a gesture like a stewardess pointing out exits) right now. But I'm not.
"
"Monica:"," I swear you said you had the keys.
"
"Rachel:"," No, I didn't. I wouldn't say I had the keys unless I had the keys, and I obviously didn't have the keys.
"
"Phoebe:"," Ooh, ok, that's it. Enough with the keys. No one say keys.
"
"Monica:"," Why would I have the keys?
"
"Rachel:"," Aside from the fact that you said you had them?
"
"Monica:"," But I didn't.
"
"Rachel:"," Well, you should have.
"
"Monica:"," Why?
"
"Rachel:"," Because!
"
"Monica:"," Why?
"
"Rachel:"," Because!
"
"Monica:"," Why? Because everything is my responsibility? Isn't it enough that I'm making Thanksgiving dinner for everyone? You know, everyone wants a different kind of potatoes, so I'm making different kinds of potatoes. Does anybody care what kind of potatoes I want? Nooooo, no, no! (starting to cry) Just as long as Phoebe gets her peas and onions, and Mario gets his tots, and it's my first Thanksgiving, and it's all burned, and, and I... I...
"
"Chandler:"," Ok, Monica, only dogs can hear you now, so, look, the door's open. Here we go.
"
"Monica:"," Well, the turkey's burnt. (checking pots) Potatoes are ruined, potatoes are ruined, potatoes are ruined.
"
"Ross:"," Here we come, walkin' down the—this doesn't smell like Mom's.
"
"Monica:"," No, it doesn't, does it? But you wanted lumps, Ross? (picks up the pan of badly burnt potatoes) Well, here you go, buddy, ya got one.
"
"Rachel:"," Oh, god, this is great! The plane is gone, so it looks like I'm stuck here with you guys.
"
"Joey:"," Hey, we all had better plans. This was nobody's first choice.
"
"Monica:"," Oh, really? So why was I busting my ass to make this delicious Thanksgiving dinner?
"
"Joey:"," You call that delicious?
"
"Monica:"," Stop it, stop it, stop it!
"
"Chandler:"," Now this feels like Thanksgiving.
"
"Phoebe:"," Ooh.
"
"Rachel:"," What?
"
"Phoebe:"," Ugly Naked Guy's taking his turkey out of the oven. Oh my god. He's not alone. Ugly Naked Guy's having Thanksgiving dinner with Ugly Naked Gal.
"
"Joey:"," I've gotta see this. All right Ugly Naked Guy!
"
"Monica:"," Ooh, Ugly Naked Dancing!
"
"Phoebe:"," It's nice that he has someone.
"
"Chandler:"," Shall I carve?
"
"Rachel:"," By all means.
"
"Chandler:"," Ok, who wants light cheese, and who wants dark cheese?
"
"Ross:"," I don't even wanna know about the dark cheese.
"
"Monica:"," (holding sandwich) Does anybody wanna split this with me?
"
"Joey:"," Oh, I will.
"
"Phoebe:"," Ooh, you guys have to make a wish.
"
"Monica:"," Make a wish?
"
"Phoebe:"," Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?
"
"Joey:"," The bigger half.
"
"Chandler:"," I'd like to propose a toast. Little toast here, ding ding. I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting. Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know? So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.
"
"Ross:"," And hey, here's to a lousy Christmas.
"
"Rachel:"," And a crappy New Year.
"
"Chandler:"," Here, here!
"
"Ross:"," Guys? There's a somebody I'd like you to meet.
"
"Monica:"," W-wait. What is that?
"
"Ross:"," 'That' would be Marcel. You wanna say hi?
"
"Monica:"," No, no, I don't.
"
"Rachel:"," Oh, he is precious! Where did you get him?
"
"Ross:"," My friend Bethel rescued him from some lab.
"
"Phoebe:"," That is so cruel! Why? Why would a parent name their child Bethel?
"
"Chandler:"," Hey, that monkey's got a Ross on its ass!
"
"Monica:"," Ross, is he gonna live with you, like, in your apartment?
"
"Ross:"," Yeah. I mean, it's been kinda quiet since Carol left, so...
"
"Monica:"," Why don't you just get a roommate?
"
"Ross:"," Nah, I dunno... I think you reach a certain age, having a roommate is kinda pathe- (Realises) ....sorry, that's, that's 'pathet', which is Sanskrit for 'really cool way to live'.
"
"Phoebe:"," So you guys, I'm doing all new material tonight. I have twelve new songs about my mother's suicide, and one about a snowman.
"
"Chandler:"," Might wanna open with the snowman.
"
"Monica:"," So, how'd it go?
"
"Joey:"," Ahhhhhh, I didn't get the job.
"
"Ross:"," How could you not get it? You were Santa last year.
"
"Joey:"," I dunno. Some fat guy's sleeping with the store manager. He's not even jolly, it's all political.
"
"Monica:"," So what are you gonna be?
"
"Joey:"," Ah, I'm gonna be one of his helpers. It's just such a slap in the face, y'know?
"
"Rachel:"," Hey, do you guys know what you're doing for New Year's? (They all protest and hit her with cushions) Gee, what?! What is wrong with New Year's?
"
"Chandler:"," Nothing for you, you have Paolo. You don't have to face the horrible pressures of this holiday: desperate scramble to find anything with lips just so you can have someone to kiss when the ball drops!! Man, I'm talking loud!
"
"Rachel:"," Well, for your information, Paolo is gonna be in Rome this New Year, so I'll be just as pathetic as the rest of you.
"
"Phoebe:"," Yeah, you wish!
"
"Chandler:"," It's just that I'm sick of being a victim of this Dick Clark holiday. I say this year, no dates, we make a pact. Just the six of us- dinner.
"
"Chandler:"," Y'know, I was hoping for a little more enthusiasm.
"
"Rachel:"," Phoebe, you're on.
"
"Phoebe:"," Oh, oh, good.
"
"Rachel:"," (Into microphone) Okay, hi. Ladies and gentlemen, back by popular demand, Miss Phoebe Buffay. Wooh!
"
"Phoebe:"," (Takes mike) Thanks, hi. Um, I wanna start with a song that means a lot to me this time of year. (Shakes bell as an introduction) (Sung:)
"
"Phoebe:"," (Sung)
"
"Phoebe:"," (Sung)
"
"Phoebe:"," Well, c'mon, if it's important enough to discuss while I'm playing, then I assume it's important enough for everyone else to hear!
"
"Chandler:"," (Quietly, to the others) That guy's going home with a note!
"
"Phoebe:"," Could you speak up please?
"
"Phoebe:"," Okay, we're gonna take a short break. (Goes over to their table)
"
"Joey:"," Hey, that guy's going home with more than a note!
"
"Ross:"," Come here, Marcel. Sit here. (Marcel wanders off)
"
"Rachel:"," Pheebs, I can't believe he hasn't kissed you yet. I mean God, by my sixth date with Paolo, I mean he had already named both my breasts! ...Ooh. Did I just share too much?
"
"Ross:"," Just a smidge.
"
"Phoebe:"," David's like, y'know, Scientist Guy. He's very methodical.
"
"Monica:"," I think it's romantic.
"
"Phoebe:"," Me too! Oh! Did you ever see An Officer and a Gentleman?
"
"Rachel:"," Yeah!
"
"Phoebe:"," Well, he's kinda like the guy I went to see that with. Except, except he-he's smarter, and gentler, and sweeter... I just- I just wanna be with him all the time. Day and night, and night and day... and special occasions...
"
"Chandler:"," Wait a minute, wait a minute, I see where this is going, you're gonna ask him to New Year's, aren't you. You're gonna break the pact. She's gonna break the pact.
"
"Phoebe:"," No, no, no, no, no, no. Yeah, could I just?
"
"Chandler:"," Yeah, 'cause I already asked Janice.
"
"Monica:"," What?!
"
"Ross:"," C'mon, this was a pact! This was your pact!
"
"Chandler:"," I snapped, okay? I couldn't handle the pressure and I snapped.
"
"Monica:"," Yeah, but Janice? That-that was like the worst breakup in history!
"
"Chandler:"," I'm not saying it was a good idea, I'm saying I snapped!
"
"Joey:"," Hi. Hi, sorry I'm late.
"
"Chandler:"," Too many jokes... must mock Joey!
"
"Joey:"," Nice shoes, huh? (He wiggles his foot and the bells tinkle)
"
"Chandler:"," Aah, y'killing me!
"
"Monica:"," Ross! He's playing with my spatulas again!
"
"Ross:"," Okay, look, he's not gonna hurt them, right?
"
"Monica:"," Do you always have to bring him here?
"
"Ross:"," I didn't wanna leave him alone. Alright? We- we had our first fight this morning. I think it has to do with my working late. I said some things that I didn't mean, and he- he threw some faeces...
"
"Chandler:"," Y'know, if you're gonna work late, I could look in on him for you.
"
"Ross:"," Oh, that'd be great! Okay, but if you do, make sure it seems like you're there to see him, okay, and you're not like doing it as a favour to me.
"
"Chandler:"," Okay, but if he asks, I'm not going to lie.
"
"Phoebe:"," Okay, alright, I have a question, then.
"
"Phoebe:"," Um, were you planning on kissing me ever?
"
"Phoebe:"," Sure.
"
"Phoebe:"," Oh, David, I, I think you are a sweeping sorta fella. I mean, you're a sweeper! ...trapped inside a physicist's body.
"
"Phoebe:"," Oh, yeah, oh, I'm sure of it. You should just do it, just sweep and throw me.
"
"Phoebe:"," Oh yeah, right now.
"
"Phoebe:"," Okay, now you're just kinda tidying.
"
"Phoebe:"," I can hop. (She hops onto the table)
"
"Ross:"," So tell me something. What does the phrase 'no date pact' mean to you?
"
"Monica:"," I'm sorry, okay. It's just that Chandler has somebody, and Phoebe has somebody- I thought I'd ask Fun Bobby.
"
"Chandler:"," Fun Bobby? Your ex-boyfriend Fun Bobby?
"
"Monica:"," Yeah.
"
"Joey:"," You know more than one Fun Bobby?
"
"Chandler:"," I happen to know a Fun Bob.
"
"Rachel:"," (Brings Joey a mug of coffee) Okay, here we go...
"
"Joey:"," Ooh ooh ooh ooh, there's no room for milk!
"
"Rachel:"," (Glances at Joey and then sips his coffee) There. Now there is.
"
"Ross:"," Okay, so on our no-date evening, three of you now have dates.
"
"Joey:"," Uh, four.
"
"Ross:"," Four.
"
"Rachel:"," Five.
"
"Ross:"," Five. (Buries his head in his hands)
"
"Rachel:"," Sorry. Paolo's catching an earlier flight.
"
"Joey:"," Yeah, and I met this really hot single mom at the store. What's an elf to do?
"
"Ross:"," Okay, so I'm gonna be the only one standing there alone when the ball drops?
"
"Rachel:"," Oh, c'mon. We'll have, we'll have a big party, and no-one'll know who's with who.
"
"Ross:"," Hey, y'know, this is so not what I needed right now.
"
"Monica:"," What's the matter?
"
"Ross:"," Oh, it's-it's Marcel. He keeps shutting me out, y'know? He's walking around all the time dragging his hands...
"
"Chandler:"," That's so weird, I had such a blast with him the other night.
"
"Ross:"," Really.
"
"Chandler:"," Yeah, we played, we watched TV.. that juggling thing is amazing.
"
"Ross:"," What, uh... what juggling thing?
"
"Chandler:"," With the balled-up socks? I figured you taught him that.
"
"Ross:"," No.
"
"Chandler:"," Y'know, it wasn't that big a deal. He just balled up socks... and a melon...
"
"Phoebe:"," Oh, hi Max! Hey, do you know everybody?
"
"Phoebe:"," No, no, he hasn't been around.
"
"Phoebe:"," Minsk?
"
"Phoebe:"," I know where Minsk is.
"
"Phoebe:"," So when, when do you leave?
"
"Phoebe:"," Hello?
"
"Phoebe:"," Hi.
"
"Phoebe:"," Um, well, Max told me about Minsk, so (Puts on a fake cheery voice) congratulations! This is so exciting!
"
"Phoebe:"," Oh, you're not going? (Fake disappointed voice) Oh, why?
"
"Phoebe:"," So-so you're really not going?
"
"Phoebe:"," Oh don't do that.
"
"Phoebe:"," Oh no no.
"
"Phoebe:"," Oh, but I can't do that-
"
"Phoebe:"," It's your thing, and-
"
"Phoebe:"," Okay, um, stay.
"
"Phoebe:"," Stay.
"
"Phoebe:"," Getting so good at that! (She hops on)
"
"Chandler:"," You remember Janice.
"
"Monica:"," Vividly.
"
"Monica:"," Hi.
"
"Joey:"," Sandy! Hi! C'mon in! (She enters, followed by a young boy and a younger girl)...You brought your kids.
"
"Ross:"," Par-tay!
"
"Monica:"," That thing is not coming in here.
"
"Ross:"," 'That thing'? This is how you greet guests at a party? Let me ask you something, if I showed up here with my new girlfriend, she wouldn't be welcome in your home?
"
"Monica:"," I'm guessing your new girlfriend wouldn't urinate on my coffee table.
"
"Ross:"," Okay. He was more embarrassed about that than anyone. Okay? And for him to have the courage to walk back in here like nothing happened...
"
"Monica:"," Alright. Just keep him away from me.
"
"Ross:"," Thank you. (She walks off) C'mon, Marcel, whaddya say you and I do a little mingling? (Marcel runs off) Alright, I'll, uh... catch up with you later.
"
"Monica:"," Oh my gosh! Rachel, honey.. are you okay? Where-where's Paolo?
"
"Rachel:"," Rome. Jerk missed his flight.
"
"Phoebe:"," And then... your face is bloated?
"
"Rachel:"," No. Okay. I was at the airport, getting into a cab, when this woman- this blonde planet with a pocketbook- starts yelling at me. Something about how it was her cab first. And then the next thing I know she just starts- starts pulling me out by my hair! So I'm blowing my attack whistle thingy and three more cabs show up, and as I'm going to get into a cab she tackles me. And I hit my head on the kerb and cut my lip on my whistle...oh...everybody having fun at the party? (To Monica) Are people eating my dip?
"
"Joey:"," Wow, that's, uh, dirty.
"
"Joey:"," Hey, kids...
"
"Ross:"," (Watching Marcel play with Phoebe. To Chandler) Look at him. I'm not saying he has to spend the whole evening with me, but at least check in.
"
"Chandler:"," (Imitating) But you found me!
"
"Chandler:"," Kill me. Kill me now.
"
"Monica:"," Hey everybody! It's Fun Bobby!
"
"Joey:"," (Approaching) Hey Fun Bobby! Whoah! Who died?
"
"Chandler:"," Alright, Janice, that's it! Janice... Janice... Hey, Janice, when I invited you to this party I didn't necessarily think that it meant that we-
"
"Chandler:"," I'm sorry you misunderstood...
"
"Chandler:"," Oh, will you give me the thing. (Snatches the camera)
"
"Phoebe:"," Hi, Max!
"
"Phoebe:"," Are you alright?
"
"Phoebe:"," You're going to Minsk.
"
"Phoebe:"," Oh, you are so going to Minsk. You belong in Minsk. You can't stay here just 'cause of me.
"
"Phoebe:"," Oh yes, yes, yes you can. Just say, um, 'Phoebe, my work is my life and that's what I have to do right now'. And I say 'your work?! Your work?! How can you say that?!'. And then you say, um, 'it's tearing me apart, but I have no choice. Can't you understand that?'. And I say (Hits him) 'no! No! I can't understand that!'.
"
"Phoebe:"," Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me.
"
"Phoebe:"," And then you say that it's almost midnight and you have to go because you don't wanna start the new year with me if you can't finish it. (They kiss) I'm gonna miss you. You scientist guy.
"
"Joey:"," There y'go, kids.
"
"Chandler:"," (To a woman who he has clearly just met) And then the peacock bit me. (Laughs) Please kiss me at midnight. (She leaves)
"
"Joey:"," You seen Sandy?
"
"Chandler:"," Ooh. Uh, I don't know how to tell you this, but she's in Monica's bedroom, getting it on with Max, that scientist geek. Ooh, look at that, I did know how to tell you.
"
"Rachel:"," Vrrbddy, the bll is drrbing.
"
"Rachel:"," The bll is drrbing!
"
"Chandler:"," And the moment of joy is upon us.
"
"Joey:"," Looks like that no date pact thing worked out.
"
"Phoebe:"," Everybody looks so happy. I hate that.
"
"Monica:"," Not everybody's happy. Hey Bobby!
"
"Chandler:"," Y'know, I uh.. just thought I'd throw this out here. I'm no math whiz, but I do believe there are three girls and three guys right here. (Makes kiss noise)
"
"Phoebe:"," I dunno. I don't feel like kissing anyone tonight.
"
"Rachel:"," I can't kiss anyone.
"
"Monica:"," So I'm kissing everyone?
"
"Joey:"," Nonono, you can't kiss Ross, that's your brother.
"
"Ross:"," Perfect. Perfect. So now everybody's getting kissed but me.
"
"Chandler:"," Alright, somebody kiss me. Somebody kiss me, it's midnight! Somebody kiss me!
"
"Joey:"," Alrightalrightalright. (Kisses him. Ross takes a photo) There.
"
"Ross:"," (Watching Marcel and talking to Rachel) I wanted this to work so much. I mean I'm still in there, changing his diapers, pickin' his fleas... but he's just phoning it in. Just so hard to accept the fact that something you love so much doesn't love you back.
"
"Rachel:"," ...I think that bitch cracked my tooth.
"
"Phoebe:"," Do you think they have yesterday's daily news?
"
"Monica:"," Why?
"
"Phoebe:"," Just wanna check my horoscope, see if it was right.
"
"Monica:"," Oh my God. (Grabs Phoebe and turns her away) Phoebe. Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.
"
"Phoebe:"," Where? (Turns to face him) Ooh, come to Momma.
"
"Monica:"," He's coming. Be cool, be cool, be cool.
"
"Phoebe:"," We should do something. Whistle.
"
"Monica:"," We are not going to whistle.
"
"Phoebe:"," Come on, do it.
"
"Monica:"," No!
"
"Phoebe:"," Do it!
"
"Monica:"," No!
"
"Phoebe:"," Do it do it do it!
"
"Monica:"," (Shouts to the guy) Woo-woo!
"
"Phoebe:"," I can't believe you did that!
"
"Monica:"," Why did I 'woo-hoo'? I mean, what was I hoping would happen? That-that he'd turn round and say 'I love that sound, I must have you now'?
"
"Phoebe:"," I just wish there was something we could do. (Bends down and talks to him) Hello. Hello, Coma Guy. GET UP, YOU GIRL SCOUT! UP! UP! UP!
"
"Monica:"," Phoebe, what are you doing?
"
"Phoebe:"," Maybe nobody's tried this.
"
"Monica:"," I wish we at least knew his name... Look at that face. I mean, even sleeping, he looks smart. I bet he's a lawyer.
"
"Phoebe:"," Yeah, but did you see the dents in his knuckles? That means he's artistic.
"
"Monica:"," Okay, he's a lawyer, who teaches sculpting on the side. And- he can dance!
"
"Phoebe:"," Oh! And, he's the kinda guy who, when you're talking, he's listening, y'know, and not saying 'Yeah, I understand' but really wondering what you look like naked.
"
"Monica:"," I wish all guys could be like him.
"
"Phoebe:"," I know.
"
"Chandler:"," Are there no conscious men in the city for you two?
"
"Monica:"," He doesn't have anyone.
"
"Phoebe:"," Yeah, we-we feel kinda responsible.
"
"Joey:"," I can't believe you said woowoo. I don't even say woowoo.
"
"Rachel:"," Oh, she's coming up! She's coming up! (Turns on the TV)
"
"Chandler:"," Y'know, we don't have to watch this. Weekend At Bernie's is on Showtime, HBO, and Cinemax.
"
"Rachel:"," No way, forget it.
"
"Joey:"," C'mon, she's your mom!
"
"Chandler:"," Exactly. Weekend At Bernie's! Dead guy getting hit in the groin twenty, thirty times! No?
"
"Rachel:"," Chandler, I gotta tell you, I love your mom's books! I love her books! I cannot get on a plane without one! I mean, this is so cool!
"
"Chandler:"," Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'
"
"Ross:"," C'mon, Chandler, I love your mom. I think she's a blast.
"
"Chandler:"," You can say that because she's not your mom.
"
"Ross:"," Oh, please...
"
"Rachel:"," Oh, hi sweetie. (They kiss)
"
"Ross:"," When did Rigatoni get back from Rome?
"
"Monica:"," Last night.
"
"Ross:"," Ah, so then his plane didn't explode in a big ball of fire?... Just a dream I had- but, phew.
"
"Phoebe:"," Hey hey hey! She's on!
"
"Phoebe:"," Your mom was arrested?
"
"Chandler:"," Shhh, busy beaming with pride.
"
"Chandler:"," Now why would she say that's embarrassing?
"
"Chandler:"," THAT'S TOO MUCH INFORMATION!!
"
"Chandler:"," This is the way that I find out. Most moms use the phone.
"
"Chandler:"," ...And then he burst into flames.
"
"Monica:"," Let's see. Congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.
"
"Phoebe:"," What about Glen? He could be a Glen.
"
"Monica:"," Nah... not-not special enough.
"
"Phoebe:"," Ooh! How about Agamemnon?
"
"Monica:"," Waaay too special.
"
"Chandler:"," Please God don't let it be Kung Pow Chicken.
"
"Chandler:"," Well, I think you need to come out of your shell just a little.
"
"Ross:"," (Entering) What is this dive? Only you could've picked this place.
"
"Chandler:"," I know I am.
"
"Monica:"," Yeah.
"
"Phoebe:"," I'm in.
"
"Ross:"," Uh, I'm not really a shot drinking kinda guy.
"
"Rachel:"," Hi! Sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time.
"
"Ross:"," ...But a man can change. (Downs a shot)
"
"Ross:"," Anyone want me to appraise anything?
"
